symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
MSFT,2018-02-08 00:00:00+00:00,85.01,89.88,84.76,89.71,47485202,80.4332758222,85.0410872945,80.1967351923,84.8802396661,47485202,0.0,1.0
MSFT,2018-02-09 00:00:00+00:00,88.18,88.93,83.83,86.3,57408480,83.4326110105,84.1422329005,79.3168040487,81.653825473,57408480,0.0,1.0
MSFT,2018-02-12 00:00:00+00:00,89.13,89.78,87.93,88.74,35501368,84.3314654045,84.9464710425,83.1960703805,83.9624620217,35501368,0.0,1.0
MSFT,2018-02-13 00:00:00+00:00,89.83,90.0,87.8,88.93,26200053,84.9937791685,85.1546267969,83.073069253,84.1422329005,26200053,0.0,1.0
MSFT,2018-02-14 00:00:00+00:00,90.81,90.99,88.41,88.51,34314101,86.3184066964,86.4895036374,84.0371141508,84.1321680068,34314101,0.42,1.0
MSFT,2018-02-15 00:00:00+00:00,92.66,92.72,90.62,91.21,27407914,88.0769030337,88.1339353474,86.1378043699,86.6986221207,27407914,0.0,1.0
MSFT,2018-02-16 00:00:00+00:00,92.0,93.5,91.8,92.45,30188535,87.4495475837,88.8753554247,87.2594398715,87.877289936,30188535,0.0,1.0
MSFT,2018-02-20 00:00:00+00:00,92.72,93.06,91.01,91.48,30107057,88.1339353474,88.457118458,86.5085144086,86.9552675321,30107057,0.0,1.0
MSFT,2018-02-21 00:00:00+00:00,91.49,93.36,91.49,92.98,26081953,86.9647729177,88.7422800262,86.9647729177,88.3810753731,26081953,0.0,1.0
MSFT,2018-02-22 00:00:00+00:00,91.73,92.73,91.36,92.05,22723756,87.1929021723,88.143440733,86.8412029048,87.4970745117,22723756,0.0,1.0
MSFT,2018-02-23 00:00:00+00:00,94.06,94.07,92.36,93.6,25779955,89.4076570187,89.4171624043,87.7917414655,88.9704092808,25779955,0.0,1.0
MSFT,2018-02-26 00:00:00+00:00,95.42,95.45,94.25,94.4,29760276,90.7003894612,90.728905618,89.5882593452,89.7308401293,29760276,0.0,1.0
MSFT,2018-02-27 00:00:00+00:00,94.2,95.84,94.2,95.74,25540755,89.5407324172,91.0996156567,89.5407324172,91.0045618006,25540755,0.0,1.0
MSFT,2018-02-28 00:00:00+00:00,93.77,95.71,93.63,94.84,29314525,89.1320008361,90.9760456438,88.9989254376,90.149077096,29314525,0.0,1.0
MSFT,2018-03-01 00:00:00+00:00,92.85,94.57,91.84,93.99,37135561,88.2575053602,89.8924316846,87.2974614139,89.3411193194,37135561,0.0,1.0
MSFT,2018-03-02 00:00:00+00:00,93.05,93.15,90.86,91.58,32830389,88.4476130724,88.5426669285,86.3659336245,87.0503213882,32830389,0.0,1.0
